2023-03-19 23:31:11,486 INFO    StreamThr :12168 [internal.py:wandb_internal():87] W&B internal server running at pid: 12168, started at: 2023-03-19 23:31:11.481425
2023-03-19 23:31:11,489 DEBUG   HandlerThread:12168 [handler.py:handle_request():144] handle_request: status
2023-03-19 23:31:11,513 INFO    WriterThread:12168 [datastore.py:open_for_write():85] open: G:\Other computers\My Computer\Courses\Deep learning 2023\CS6910_Assignment1\wandb\run-20230319_233111-dfy299zq\run-dfy299zq.wandb
2023-03-19 23:31:11,513 DEBUG   SenderThread:12168 [sender.py:send():336] send: header
2023-03-19 23:31:11,607 DEBUG   SenderThread:12168 [sender.py:send():336] send: run
2023-03-19 23:31:12,740 INFO    SenderThread:12168 [dir_watcher.py:__init__():219] watching files in: G:\Other computers\My Computer\Courses\Deep learning 2023\CS6910_Assignment1\wandb\run-20230319_233111-dfy299zq\files
2023-03-19 23:31:12,740 INFO    SenderThread:12168 [sender.py:_start_run_threads():1078] run started: dfy299zq with start time 1679248871.501958
2023-03-19 23:31:12,740 DEBUG   SenderThread:12168 [sender.py:send_request():363] send_request: summary_record
2023-03-19 23:31:12,748 INFO    SenderThread:12168 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-03-19 23:31:12,758 DEBUG   HandlerThread:12168 [handler.py:handle_request():144] handle_request: check_version
2023-03-19 23:31:12,759 DEBUG   SenderThread:12168 [sender.py:send_request():363] send_request: check_version
2023-03-19 23:31:13,136 DEBUG   HandlerThread:12168 [handler.py:handle_request():144] handle_request: run_start
2023-03-19 23:31:13,136 DEBUG   HandlerThread:12168 [system_info.py:__init__():31] System info init
2023-03-19 23:31:13,136 DEBUG   HandlerThread:12168 [system_info.py:__init__():46] System info init done
2023-03-19 23:31:13,136 INFO    HandlerThread:12168 [system_monitor.py:start():183] Starting system monitor
2023-03-19 23:31:13,136 INFO    SystemMonitor:12168 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-03-19 23:31:13,136 INFO    HandlerThread:12168 [system_monitor.py:probe():204] Collecting system info
2023-03-19 23:31:13,151 INFO    SystemMonitor:12168 [interfaces.py:start():187] Started cpu monitoring
2023-03-19 23:31:13,151 INFO    SystemMonitor:12168 [interfaces.py:start():187] Started disk monitoring
2023-03-19 23:31:13,151 DEBUG   HandlerThread:12168 [system_info.py:probe():195] Probing system
2023-03-19 23:31:13,151 INFO    SystemMonitor:12168 [interfaces.py:start():187] Started memory monitoring
2023-03-19 23:31:13,151 INFO    SystemMonitor:12168 [interfaces.py:start():187] Started network monitoring
2023-03-19 23:31:13,167 DEBUG   HandlerThread:12168 [system_info.py:_probe_git():180] Probing git
2023-03-19 23:31:13,325 DEBUG   HandlerThread:12168 [system_info.py:_probe_git():188] Probing git done
2023-03-19 23:31:13,325 DEBUG   HandlerThread:12168 [system_info.py:probe():240] Probing system done
2023-03-19 23:31:13,325 DEBUG   HandlerThread:12168 [system_monitor.py:probe():213] {'os': 'Windows-10-10.0.22000-SP0', 'python': '3.9.7', 'heartbeatAt': '2023-03-19T18:01:13.151952', 'startedAt': '2023-03-19T18:01:11.392493', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'g:\\Other computers\\My Computer\\Courses\\Deep learning 2023\\CS6910_Assignment1\\train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/arunm917/CS6910_Assignment1.git', 'commit': '6baaf28187fae8257250a2ced90d6bbd4c312220'}, 'email': '53330301+arunm917@users.noreply.github.com', 'root': 'G:/Other computers/My Computer/Courses/Deep learning 2023/CS6910_Assignment1', 'host': 'Arun-PC', 'username': 'arunk', 'executable': 'C:\\Users\\arunk\\anaconda3\\python.exe', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 1382.0, 'min': 0.0, 'max': 1382.0}, 'cpu_freq_per_core': [{'current': 1382.0, 'min': 0.0, 'max': 1382.0}], 'disk': {'total': 147.53222274780273, 'used': 139.29650115966797}, 'memory': {'total': 7.729286193847656}}
2023-03-19 23:31:13,325 INFO    HandlerThread:12168 [system_monitor.py:probe():214] Finished collecting system info
2023-03-19 23:31:13,325 INFO    HandlerThread:12168 [system_monitor.py:probe():217] Publishing system info
2023-03-19 23:31:13,325 DEBUG   HandlerThread:12168 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-19 23:31:13,341 DEBUG   HandlerThread:12168 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-19 23:31:13,341 DEBUG   HandlerThread:12168 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-03-19 23:31:13,751 INFO    Thread-17 :12168 [dir_watcher.py:_on_file_created():278] file/dir created: G:\Other computers\My Computer\Courses\Deep learning 2023\CS6910_Assignment1\wandb\run-20230319_233111-dfy299zq\files\conda-environment.yaml
